method = variational
  variational
    algorithm = meanfield (Default)
      meanfield
    iter = 200000
    grad_samples = 1 (Default)
    elbo_samples = 100 (Default)
    eta = 1 (Default)
    adapt
      engaged = 1 (Default)
      iter = 50 (Default)
    tol_rel_obj = 0.0001
    eval_elbo = 100 (Default)
    output_samples = 1000 (Default)
id = 400
data
  file = data_input_files/data_input.R
init = 2 (Default)
random
  seed = 1436442963
output
  file = data_output_CV_advi_Hypo2/output_advi_Hypo2_4.csv
  diagnostic_file = data_output_CV_advi_Hypo2/output_advi_diag_Hypo2_4.R
  refresh = 1

------------------------------------------------------------
EXPERIMENTAL ALGORITHM:
  This procedure has not been thoroughly tested and may be unstable
  or buggy. The interface is subject to change.
------------------------------------------------------------



Gradient evaluation took 4.4e-05 seconds
1000 transitions using 10 leapfrog steps per transition would take 0.44 seconds.
Adjust your expectations accordingly!


Begin eta adaptation.
Iteration:   1 / 250 [  0%]  (Adaptation)
  17900         -241.874             0.056            0.021
  18000         -240.936             0.056            0.021
  18100         -249.873             0.056            0.021
  18200         -240.225             0.055            0.022
  18300         -240.616             0.055            0.021
  18400         -240.835             0.055            0.021
  18500         -240.666             0.055            0.021
  18600         -248.148             0.054            0.021
  18700         -240.509             0.054            0.021
  18800         -248.526             0.054            0.022
  18900         -241.293             0.054            0.022
  19000         -240.393             0.054            0.022
  19100         -243.561             0.054            0.021
  19200         -245.198             0.053            0.021
  19300         -240.658             0.053            0.021
  19400         -241.375             0.053            0.021
  19500         -241.018             0.053            0.021
  19600         -240.618             0.052            0.021
  19700         -246.229             0.052            0.021
  19800         -250.776             0.052            0.021
  19900         -241.462             0.052            0.021
  20000         -248.338             0.052            0.021
  20100         -242.154             0.047            0.021
  20200         -240.676             0.047            0.021
  20300         -249.680             0.039            0.021
  20400         -242.900             0.037            0.021
  20500         -241.059             0.037            0.019
  20600         -243.694             0.037            0.019
  20700         -243.464             0.035            0.018
  20800         -242.127             0.033            0.018
  20900         -242.284             0.033            0.017
  21000         -242.217             0.033            0.017
  21100         -240.199             0.032            0.016
  21200         -241.607             0.032            0.015
  21300         -264.487             0.032            0.015
  21400         -245.523             0.032            0.015
  21500         -247.906             0.032            0.015
  21600         -247.553             0.031            0.015
  21700         -239.940             0.031            0.015
  21800         -245.336             0.031            0.015
  21900         -243.860             0.030            0.015
  22000         -240.413             0.029            0.014
  22100         -239.903             0.028            0.014
  22200         -241.397             0.028            0.014
  22300         -240.148             0.027            0.014
  22400         -239.800             0.026            0.013
  22500         -243.395             0.024            0.013
  22600         -241.525             0.024            0.013
  22700         -240.240             0.024            0.013
  22800         -243.653             0.024            0.013
  22900         -247.063             0.024            0.013
  23000         -241.849             0.024            0.013
  23100         -242.066             0.024            0.013
  23200         -246.059             0.023            0.013
  23300         -244.970             0.023            0.012
  23400         -241.954             0.023            0.012
  23500         -249.251             0.023            0.012
  23600         -251.104             0.023            0.012
  23700         -240.568             0.023            0.012
  23800         -242.964             0.022            0.012
  23900         -240.557             0.022            0.011
  24000         -243.382             0.022            0.012
  24100         -240.264             0.022            0.012
  24200         -244.203             0.022            0.012
  24300         -245.551             0.022            0.012
  24400         -240.915             0.022            0.012
  24500         -240.182             0.022            0.011
  24600         -242.349             0.022            0.011
  24700         -242.162             0.022            0.011
  24800         -240.918             0.021            0.010
  24900         -244.705             0.021            0.010
  25000         -240.913             0.021            0.010
  25100         -243.114             0.021            0.010
  25200         -253.435             0.020            0.010
  25300         -240.801             0.020            0.010
  25400         -240.292             0.020            0.010
  25500         -245.334             0.020            0.010
  25600         -241.787             0.020            0.010
  25700         -245.974             0.020            0.010
  25800         -242.755             0.020            0.010
  25900         -244.224             0.019            0.010
  26000         -240.486             0.018            0.010
  26100         -242.232             0.018            0.010
  26200         -240.753             0.018            0.010
  26300         -241.205             0.018            0.010
  26400         -241.162             0.018            0.010
  26500         -241.873             0.018            0.010
  26600         -244.085             0.017            0.009
  26700         -244.091             0.017            0.009
  26800         -241.308             0.017            0.009
  26900         -241.033             0.017            0.009
  27000         -242.048             0.017            0.009
  27100         -241.102             0.017            0.009
  27200         -240.922             0.017            0.009
  27300         -240.615             0.017            0.009
  27400         -243.537             0.017            0.009
  27500         -240.766             0.017            0.009
  27600         -246.082             0.017            0.009
  27700         -240.222             0.017            0.009
  27800         -240.958             0.017            0.009
  27900         -241.733             0.016            0.009
  28000         -242.453             0.016            0.009
  28100         -241.661             0.016            0.009
  28200         -241.869             0.015            0.008
  28300         -242.659             0.015            0.008
  28400         -241.241             0.015            0.008
  28500         -247.137             0.015            0.008
  28600         -240.912             0.015            0.008
  28700         -240.780             0.015            0.008
  28800         -240.591             0.015            0.008
  28900         -239.883             0.015            0.008
  29000         -242.921             0.015            0.009
  29100         -251.232             0.015            0.009
  29200         -241.684             0.015            0.009
  29300         -241.067             0.015            0.009
  29400         -240.155             0.015            0.009
  29500         -240.996             0.015            0.009
  29600         -246.794             0.015            0.009
  29700         -246.244             0.015            0.009
  29800         -240.243             0.016            0.009
  29900         -240.393             0.015            0.009
  30000         -240.585             0.015            0.009
  30100         -246.449             0.015            0.009
  30200         -240.450             0.015            0.009
  30300         -241.738             0.015            0.009
  30400         -241.030             0.015            0.009
  30500         -239.742             0.014            0.008
  30600         -240.501             0.014            0.008
  30700         -239.729             0.014            0.008
  30800         -244.281             0.014            0.008
  30900         -251.872             0.014            0.009
  31000         -249.402             0.015            0.009
  31100         -247.484             0.015            0.009
  31200         -241.075             0.015            0.009
  31300         -239.606             0.014            0.009
  31400         -247.252             0.015            0.009
  31500         -240.023             0.015            0.009
  31600         -240.656             0.014            0.009
  31700         -244.400             0.014            0.009
  31800         -246.963             0.014            0.009
  31900         -245.759             0.014            0.008
  32000         -240.629             0.014            0.009
  32100         -240.807             0.014            0.009
  32200         -240.366             0.014            0.009
  32300         -240.401             0.013            0.008
  32400         -240.825             0.013            0.008
  32500         -244.010             0.013            0.008
  32600         -241.671             0.013            0.008
  32700         -241.308             0.013            0.008
  32800         -249.877             0.013            0.008
  32900         -239.597             0.014            0.008
  33000         -247.290             0.014            0.008
  33100         -241.394             0.014            0.008
  33200         -241.036             0.014            0.008
  33300         -240.823             0.014            0.008
  33400         -240.582             0.013            0.008
  33500         -241.014             0.013            0.008
  33600         -243.476             0.013            0.008
  33700         -240.386             0.013            0.008
  33800         -241.519             0.013            0.008
  33900         -240.531             0.013            0.008
  34000         -240.242             0.013            0.008
  34100         -242.141             0.013            0.008
  34200         -241.128             0.013            0.008
  34300         -241.682             0.013            0.008
  34400         -244.779             0.013            0.008
  34500         -240.331             0.013            0.008
  34600         -241.976             0.013            0.008
  34700         -240.542             0.013            0.008
  34800         -240.626             0.012            0.008
  34900         -242.575             0.012            0.008
  35000         -241.103             0.012            0.008
  35100         -242.916             0.012            0.008
  35200         -240.783             0.012            0.008
  35300         -240.298             0.012            0.008
  35400         -239.779             0.012            0.007
  35500         -243.634             0.012            0.008
  35600         -241.134             0.012            0.008
  35700         -242.403             0.012            0.008
  35800         -251.537             0.012            0.008
  35900         -242.131             0.013            0.008
  36000         -240.194             0.013            0.008
  36100         -243.189             0.013            0.008
  36200         -241.038             0.012            0.008
  36300         -242.858             0.012            0.008
  36400         -240.911             0.012            0.008
  36500         -243.104             0.012            0.008
  36600         -240.553             0.012            0.008
  36700         -240.901             0.012            0.008
  36800         -240.610             0.012            0.008
  36900         -240.724             0.012            0.008
  37000         -244.560             0.012            0.008
  37100         -240.415             0.012            0.008
  37200         -240.507             0.012            0.008
  37300         -245.346             0.012            0.008
  37400         -240.961             0.012            0.008
  37500         -240.297             0.012            0.008
  37600         -240.656             0.012            0.008
  37700         -243.297             0.012            0.008
  37800         -240.258             0.012            0.008
  37900         -240.107             0.012            0.008
  38000         -240.688             0.012            0.008
  38100         -240.319             0.012            0.008
  38200         -240.495             0.012            0.008
  38300         -239.742             0.012            0.008
  38400         -245.386             0.012            0.008
  38500         -242.601             0.012            0.008
  38600         -240.202             0.012            0.008
  38700         -240.205             0.012            0.008
  38800         -240.449             0.012            0.008
  38900         -240.997             0.012            0.008
  39000         -240.525             0.012            0.008
  39100         -243.390             0.012            0.008
  39200         -240.307             0.012            0.008
  39300         -240.300             0.012            0.008
  39400         -241.001             0.012            0.008
  39500         -243.188             0.012            0.008
  39600         -242.921             0.012            0.008
  39700         -241.170             0.011            0.008
  39800         -240.539             0.011            0.008
  39900         -240.372             0.011            0.007
  40000         -243.288             0.011            0.007
  40100         -250.288             0.011            0.007
  40200         -243.843             0.011            0.008
  40300         -241.053             0.011            0.008
  40400         -240.061             0.011            0.007
  40500         -239.863             0.011            0.007
  40600         -240.816             0.011            0.007
  40700         -242.561             0.011            0.007
  40800         -241.558             0.011            0.007
  40900         -242.237             0.011            0.007
  41000         -240.357             0.011            0.007
  41100         -240.749             0.011            0.007
  41200         -240.793             0.011            0.007
  41300         -240.490             0.011            0.007
  41400         -240.356             0.010            0.007
  41500         -240.421             0.010            0.007
  41600         -242.612             0.010            0.007
  41700         -240.403             0.010            0.007
  41800         -242.128             0.010            0.007
  41900         -241.440             0.010            0.007
  42000         -240.908             0.010            0.007
  42100         -242.281             0.010            0.007
  42200         -240.129             0.010            0.007
  42300         -240.056             0.010            0.007
  42400         -240.969             0.010            0.007
  42500         -240.099             0.010            0.007
  42600         -240.314             0.010            0.007
  42700         -240.179             0.010            0.007
  42800         -240.003             0.010            0.006
  42900         -245.723             0.010            0.006
  43000         -240.189             0.010            0.006
  43100         -240.896             0.010            0.006
  43200         -240.567             0.010            0.006
  43300         -246.489             0.010            0.006
  43400         -240.450             0.010            0.006
  43500         -240.217             0.010            0.006
  43600         -240.848             0.010            0.006
  43700         -241.645             0.009            0.006
  43800         -243.164             0.009            0.006
  43900         -240.857             0.009            0.006
  44000         -240.275             0.009            0.006
  44100         -240.536             0.009            0.006
  44200         -240.444             0.009            0.006
  44300         -241.392             0.009            0.006
  44400         -240.850             0.009            0.005
  44500         -240.916             0.009            0.005
  44600         -242.359             0.009            0.005
  44700         -247.805             0.009            0.006
  44800         -240.938             0.009            0.006
  44900         -242.207             0.009            0.006
  45000         -240.054             0.009            0.006
  45100         -242.314             0.009            0.006
  45200         -240.687             0.009            0.006
  45300         -239.714             0.009            0.005
  45400         -239.955             0.009            0.005
  45500         -240.920             0.009            0.005
  45600         -240.474             0.009            0.005
  45700         -244.235             0.009            0.005
  45800         -240.758             0.009            0.005
  45900         -240.586             0.009            0.005
  46000         -240.424             0.009            0.005
  46100         -243.625             0.009            0.005
  46200         -241.804             0.009            0.005
  46300         -240.337             0.009            0.005
  46400         -241.343             0.009            0.005
  46500         -242.258             0.009            0.005
  46600         -240.204             0.009            0.005
  46700         -241.328             0.009            0.005
  46800         -241.032             0.009            0.005
  46900         -240.198             0.009            0.005
  47000         -240.167             0.009            0.005
  47100         -241.136             0.009            0.005
  47200         -239.989             0.009            0.005
  47300         -244.468             0.009            0.005
  47400         -248.690             0.009            0.005
  47500         -240.280             0.009            0.005
  47600         -242.162             0.009            0.005
  47700         -240.793             0.009            0.005
  47800         -243.065             0.009            0.005
  47900         -241.040             0.009            0.005
  48000         -247.088             0.009            0.005
  48100         -241.188             0.009            0.006
  48200         -242.475             0.009            0.006
  48300         -243.986             0.009            0.006
  48400         -239.990             0.009            0.006
  48500         -241.431             0.009            0.006
  48600         -241.306             0.009            0.006
  48700         -242.259             0.009            0.006
  48800         -244.087             0.009            0.006
  48900         -240.443             0.009            0.006
  49000         -240.742             0.009            0.006
  49100         -239.902             0.009            0.006
  49200         -240.961             0.009            0.005
  49300         -240.686             0.009            0.005
  49400         -240.957             0.009            0.005
  49500         -239.948             0.009            0.005
  49600         -242.451             0.009            0.005
  49700         -242.240             0.009            0.005
  49800         -241.208             0.008            0.005
  49900         -240.618             0.008            0.005
  50000         -243.362             0.009            0.005
  50100         -241.684             0.008            0.005
  50200         -241.718             0.008            0.005
  50300         -240.086             0.008            0.005
  50400         -241.095             0.008            0.005
  50500         -243.361             0.008            0.006
  50600         -240.343             0.008            0.006
  50700         -240.291             0.008            0.006
  50800         -240.032             0.008            0.006
  50900         -240.223             0.008            0.005
  51000         -240.702             0.008            0.005
  51100         -240.368             0.008            0.005
  51200         -239.921             0.008            0.005
  51300         -243.708             0.008            0.005
  51400         -240.691             0.008            0.005
  51500         -240.722             0.008            0.005
  51600         -245.152             0.008            0.005
  51700         -240.384             0.008            0.005
  51800         -240.533             0.008            0.005
  51900         -242.267             0.008            0.005
  52000         -241.458             0.008            0.005
  52100         -244.354             0.008            0.005
  52200         -240.168             0.008            0.005
  52300         -240.826             0.008            0.005
  52400         -241.548             0.008            0.005
  52500         -241.127             0.008            0.005
  52600         -240.997             0.008            0.005
  52700         -247.354             0.008            0.005
  52800         -240.031             0.008            0.005
  52900         -248.250             0.008            0.005
  53000         -246.405             0.008            0.005
  53100         -240.908             0.008            0.005
  53200         -241.290             0.008            0.005
  53300         -240.158             0.008            0.005
  53400         -240.542             0.008            0.005
  53500         -240.361             0.008            0.005
  53600         -244.097             0.008            0.005
  53700         -240.270             0.008            0.005
  53800         -241.388             0.008            0.005
  53900         -239.923             0.008            0.005
  54000         -241.950             0.008            0.005
  54100         -240.297             0.008            0.005
  54200         -240.629             0.008            0.005
  54300         -240.489             0.008            0.005
  54400         -242.357             0.008            0.005
  54500         -249.133             0.008            0.005
  54600         -239.935             0.008            0.005
  54700         -240.057             0.008            0.005
  54800         -239.635             0.008            0.005
  54900         -240.067             0.008            0.005
  55000         -240.721             0.008            0.005
  55100         -239.981             0.008            0.005
  55200         -240.402             0.008            0.005
  55300         -239.920             0.008            0.005
  55400         -241.974             0.008            0.005
  55500         -242.734             0.008            0.005
  55600         -242.647             0.008            0.004
  55700         -239.823             0.008            0.004
  55800         -240.158             0.008            0.004
  55900         -240.021             0.007            0.004
  56000         -240.365             0.007            0.004
  56100         -240.292             0.007            0.004
  56200         -240.699             0.007            0.004
  56300         -239.785             0.007            0.004
  56400         -241.823             0.007            0.004
  56500         -241.442             0.007            0.004
  56600         -239.868             0.007            0.004
  56700         -241.637             0.007            0.004
  56800         -240.202             0.007            0.004
  56900         -242.451             0.007            0.004
  57000         -240.131             0.007            0.004
  57100         -240.210             0.007            0.004
  57200         -240.663             0.007            0.004
  57300         -240.303             0.007            0.004
  57400         -240.438             0.007            0.004
  57500         -243.713             0.007            0.004
  57600         -242.140             0.007            0.004
  57700         -240.538             0.007            0.004
  57800         -242.371             0.007            0.004
  57900         -240.061             0.007            0.004
  58000         -244.278             0.007            0.004
  58100         -240.856             0.007            0.004
  58200         -240.062             0.007            0.004
  58300         -241.911             0.007            0.004
  58400         -246.533             0.007            0.004
  58500         -241.661             0.007            0.004
  58600         -240.590             0.007            0.004
  58700         -240.356             0.007            0.004
  58800         -240.105             0.007            0.004
  58900         -240.895             0.007            0.004
  59000         -240.066             0.007            0.004
  59100         -240.644             0.007            0.004
  59200         -239.909             0.007            0.004
  59300         -240.413             0.007            0.004
  59400         -241.908             0.007            0.004
  59500         -240.881             0.007            0.004
  59600         -241.191             0.007            0.004
  59700         -240.369             0.007            0.004
  59800         -241.894             0.007            0.004
  59900         -240.753             0.007            0.004
  60000         -240.058             0.007            0.004
  60100         -240.123             0.007            0.004
  60200         -242.156             0.007            0.004
  60300         -240.365             0.007            0.004
  60400         -239.983             0.007            0.004
  60500         -240.674             0.007            0.004
  60600         -241.695             0.007            0.004
  60700         -241.085             0.007            0.004
  60800         -240.340             0.007            0.004
  60900         -243.420             0.007            0.004
  61000         -243.567             0.007            0.004
  61100         -240.121             0.007            0.004
  61200         -240.756             0.007            0.004
  61300         -240.881             0.007            0.004
  61400         -241.000             0.007            0.004
  61500         -240.429             0.007            0.004
  61600         -243.490             0.007            0.004
  61700         -241.663             0.007            0.004
  61800         -240.074             0.007            0.004
  61900         -246.225             0.007            0.004
  62000         -240.435             0.007            0.004
  62100         -240.725             0.007            0.004
  62200         -244.032             0.007            0.004
  62300         -241.109             0.007            0.004
  62400         -240.812             0.007            0.004
  62500         -242.016             0.007            0.004
  62600         -240.309             0.007            0.004
  62700         -240.588             0.007            0.004
  62800         -239.784             0.007            0.004
  62900         -240.003             0.007            0.004
  63000         -242.197             0.007            0.004
  63100         -241.138             0.007            0.004
  63200         -240.536             0.007            0.004
  63300         -240.234             0.007            0.004
  63400         -241.162             0.007            0.004
  63500         -240.309             0.007            0.004
  63600         -240.160             0.007            0.004
  63700         -247.020             0.007            0.004
  63800         -240.349             0.007            0.004
  63900         -240.951             0.007            0.004
  64000         -240.615             0.007            0.004
  64100         -241.133             0.007            0.004
  64200         -240.496             0.007            0.004
  64300         -239.982             0.007            0.004
  64400         -240.567             0.007            0.004
  64500         -241.284             0.007            0.004
  64600         -239.561             0.007            0.004
  64700         -240.319             0.007            0.004
  64800         -240.092             0.007            0.004
  64900         -243.235             0.007            0.004
  65000         -246.640             0.007            0.004
  65100         -239.748             0.007            0.004
  65200         -239.952             0.007            0.004
  65300         -239.763             0.007            0.004
  65400         -240.474             0.007            0.004
  65500         -240.548             0.007            0.004
  65600         -242.009             0.007            0.004
  65700         -244.461             0.007            0.004
  65800         -242.066             0.007            0.004
  65900         -240.633             0.007            0.004
  66000         -240.503             0.007            0.004
  66100         -242.252             0.007            0.004
  66200         -240.260             0.007            0.004
  66300         -244.042             0.007            0.004
  66400         -240.615             0.007            0.004
  66500         -240.125             0.007            0.004
  66600         -240.066             0.007            0.004
  66700         -241.029             0.007            0.004
  66800         -240.192             0.007            0.004
  66900         -240.223             0.007            0.004
  67000         -241.005             0.007            0.004
  67100         -240.626             0.007            0.004
  67200         -240.434             0.007            0.004
  67300         -241.672             0.007            0.004
  67400         -241.298             0.007            0.004
  67500         -240.795             0.007            0.004
  67600         -240.422             0.007            0.004
  67700         -241.634             0.007            0.004
  67800         -240.097             0.007            0.004
  67900         -240.651             0.007            0.004
  68000         -239.686             0.007            0.004
  68100         -240.523             0.006            0.004
  68200         -241.553             0.006            0.004
  68300         -240.601             0.006            0.004
  68400         -241.071             0.006            0.004
  68500         -240.415             0.006            0.003
  68600         -241.076             0.006            0.003
  68700         -242.218             0.006            0.003
  68800         -240.890             0.006            0.003
  68900         -240.766             0.006            0.003
  69000         -240.099             0.006            0.003
  69100         -241.160             0.006            0.003
  69200         -243.427             0.006            0.003
  69300         -239.849             0.006            0.003
  69400         -240.974             0.006            0.004
  69500         -240.358             0.006            0.003
  69600         -241.296             0.006            0.003
  69700         -241.266             0.006            0.003
  69800         -240.274             0.006            0.003
  69900         -241.529             0.006            0.004
  70000         -240.098             0.006            0.004
  70100         -244.172             0.006            0.004
  70200         -240.548             0.006            0.004
  70300         -241.107             0.006            0.004
  70400         -241.551             0.006            0.003
  70500         -241.458             0.006            0.003
  70600         -240.063             0.006            0.003
  70700         -241.930             0.006            0.003
  70800         -244.548             0.006            0.004
  70900         -241.306             0.006            0.004
  71000         -241.017             0.006            0.004
  71100         -240.743             0.006            0.004
  71200         -239.823             0.006            0.004
  71300         -246.352             0.007            0.004
  71400         -242.980             0.007            0.004
  71500         -240.436             0.007            0.004
  71600         -244.143             0.007            0.004
  71700         -242.177             0.007            0.004
  71800         -242.096             0.007            0.004
  71900         -243.595             0.007            0.004
  72000         -240.221             0.007            0.004
  72100         -240.247             0.006            0.004
  72200         -239.929             0.006            0.004
  72300         -240.103             0.006            0.004
  72400         -240.050             0.006            0.004
  72500         -242.720             0.006            0.004
  72600         -240.568             0.006            0.004
  72700         -240.008             0.006            0.004
  72800         -239.931             0.006            0.004
  72900         -240.119             0.006            0.004
  73000         -241.366             0.006            0.004
  73100         -239.667             0.006            0.004
  73200         -242.353             0.006            0.004
  73300         -241.371             0.006            0.004
  73400         -240.063             0.006            0.004
  73500         -243.041             0.006            0.004
  73600         -241.152             0.006            0.004
  73700         -240.397             0.006            0.004
  73800         -240.920             0.006            0.004
  73900         -239.905             0.006            0.004
  74000         -240.454             0.006            0.004
  74100         -240.220             0.006            0.004
  74200         -240.107             0.006            0.004
  74300         -239.831             0.006            0.004
  74400         -239.935             0.006            0.003
  74500         -240.843             0.006            0.003
  74600         -242.283             0.006            0.003
  74700         -240.377             0.006            0.004
  74800         -240.455             0.006            0.004
  74900         -244.636             0.006            0.004
  75000         -240.314             0.006            0.004
  75100         -244.298             0.006            0.004
  75200         -240.920             0.006            0.004
  75300         -240.363             0.006            0.004
  75400         -239.908             0.006            0.004
  75500         -239.702             0.006            0.004
  75600         -241.126             0.006            0.004
  75700         -240.679             0.006            0.004
  75800         -240.886             0.006            0.004
  75900         -243.421             0.006            0.004
